999999,2012,2013,2014,2015,2016,2017,2018
"000060",,28,27,28,28,25,24
"000833",,,,36,32,34,36
"000960",,22,20,20,19,,18
"002067",,30,30,,29,30,
"002172",,26,26,26,26,26,26
"002203",,28,28,28,28,28,29
"002225",,,,27,27,,
"002233",,28,28,30,29,30,30
"002237",,,33,32,36,36,36
"002246",,25,24,26,24,23,22
"002422",,34,29,35,0,34,37
"300067",,20,20,20,21,,
"600022",,,30,29,,,
"600070",,29,,,,,
"600160",,31,,,,,
"600235",,30,,28,28,28,28
"600331",,31,30,31,31,32,31
"600356",,,,,,29,29
"600497",,25,28,30,,35,32
"600531",,29,,37,37,37,37
"601168",,32,33,29,29,31,29
"601899",,32,27,26,26,24,24
