"600569",24,22,21,22,23,22,23
"600578",15,12,12,13,14,11,6
"600585",0,0,19,16,0,0,0
"600595",6,6,10,3,17,15,13
"600596",24,26,26,26,28,25,14
"600618",21,20,20,22,5,20,20
"600623",9,8,6,8,8,14,7
"600644",9,12,12,,15,15,17
"600660",15,14,14,14,18,18,20
"600674",,,,,,,13
"600688",,0,6,1,0,0,0
"600711",10,5,6,4,6,6,
"600726",,11,10,10,9,9,8
"600750",10,10,10,11,,,17
"600780",10,16,10,10,11,11,6
"600782",,,,,,,17
"600792",,21,21,22,21,15,15
"600795",14,15,12,,12,12,12
"600801",,,,,,,18
"600802",15,9,8,10,9,10,18
"600808",,,,25,,24,31
"600810",,23,,,,,
"600867",,7,8,13,12,11,10
"600876",17,13,13,13,12,13,13
"600881",10,8,8,8,6,8,8
"600886",18,18,18,16,14,16,11
"600889",12,9,9,8,17,17,22
"600900",23,15,16,10,16,16,18
"600966",10,,0,10,10,10,10
"600969",,,,,,,
"600979",11,10,9,7,6,6,15
"600987",17,,,,,,
"600992",,,,,,,9
"600995",12,12,14,16,14,,13
"600997",14,15,14,16,21,21,24
"601003",12,27,23,21,,24,24
"601012",,,,,,13,
"601088",1,5,5,0,2,3,
"601101",11,14,14,13,13,16,
"601137",,,,,,,
"601168",19,18,11,10,10,13,
"601225",,,,,22,,
"601339",15,16,13,17,15,10,17
"601600",22,21,20,20,,,1
"601636",,,,15,9,16,15
"601666",,13,18,18,19,22,
"601699",21,18,22,20,19,,
"601857",8,22,22,,24,,
"601898",2,1,4,1,24,24,12
"601899",17,25,23,20,23,24,
"601918",13,14,12,13,,,
"601958",13,14,,15,15,15,
"601969",,,11,11,11,13,
"601985",,,,12,17,18,14
"601991",,17,18,11,16,14,22
"601992",21,19,22,14,21,15,26
"603188",,,10,9,11,11,14
"603227",,,,,13,,14
"603799",,,,21,26,22,
"603993",16,17,14,13,10,,
